is_simulcast,episode_count,audio_locales,title,keywords,subtitle_locales,description,content_provider,is_dubbed,series_launch_year,is_mature,is_subbed,id,season_count,maturity_ratings,average,total,1s_displayed,1s_unit,1s_percentage,2s_displayed,2s_unit,2s_percentage,3s_displayed,3s_unit,3s_percentage,4s_displayed,4s_unit,4s_percentage,5s_displayed,5s_unit,5s_percentage,season_tags
False,27,ja-JP,Mushibugyo,"anime, mushibugyo, action, adventure, fantasy, historical","en-US, es-419, es-ES, pt-BR","The protagonist, Tsukishima Jinbei, strives to be a warrior who wins every battle until the day he dies. Jinbei has left his homeland in the Tsugara Domain to join the Mushibugyo in the great city of Edo. His job in the Mushibugyo is to exterminate giant bugs that run rampant in the city. Jinbei fights with the Mushibugyo, an office of brave men who risk their lives to protect the peace in Edo and the smiles of the people! Honesty does pay off!",TV TOKYO,False,2013,False,True,G65VJVG56,1,TV-14,4.6,538,9,,2,8,,2,42,,8,82,,16,397,,74,"spring-2013, summer-2013"
False,26,ja-JP,I Can't Understand What My Husband Is Saying,"comedy, romance, slice of life, crunchyroll co-production, danna ga nani wo itteiru ka wakaranai ken, seinen, cool-kyou shinja, manga","es-ES, fr-FR, ar-SA, de-DE, es-419, en-US, it-IT, pt-BR","Kaoru is an OL you can find anywhere, serious and works diligently, but her husband is a super otaku and more-or-less a NEET. She is caught up in one of her husband's whims one day or the subject of his concerns another, but the two are so close that it's embarrassing to even watch them!",Seven,False,2014,False,True,G65VK1N76,2,TV-14,4.6,2224,59,,3,38,,2,129,,6,369,,17,1.6,K,74,"fall-2014, spring-2015"
False,20,"en-US, es-419, ja-JP, pt-BR",The Prince of Tennis II,"anime, sports, tennis, prince of tennis ii, tennis no oujisama, ryoma echizen, new prince of tennis, shin tennis no oujisama, shounen, crunchyroll prince of tennis 2","en-US, es-419, pt-BR, es-ES","Middle school students fought fiercely against one another in a national tournament.
Now, 50 chosen representatives return to fight again as high school students!

The stage is the U-17 (Under Seventeen) Japanese Representative Training Camp.
Middle school students have been invited for the first time to a camp known to produce the best Japanese tennis players. National champions from Seigaku, Hyotei, Rikkai, Shitenhoji... With all the rivals from the national tournament attending, everyone eagerly awaits their reunion.

At first, the middle schoolers do not expect much from their high school opponents. However, the training camp is not so easy!

Athletes with skills incomparable to those they previously faced and their mysterious coach appear before them. Faced with numerous demanding challenges, can the middle schoolers survive in this meritocratic training camp?

The new chapter of ""Prince of Tennis"" begins here!
The curtain rises on a new stage--",ADK,True,2012,False,True,G65VP3106,2,TV-14,4.6,938,30,,4,21,,3,42,,5,117,,13,728,,78,"winter-2012, spring-2015"
False,50,ja-JP,Polar Bear Cafe,"comedy, polar bear cafe, shirokuma cafe, shirokuma, slice of life, anime, jun fukuyama, takahiro sakurai, crunchyroll polar bear cafe, shoujo, toru hosokawa, 2012, 2013, animal protagonist, iyashikei, manga, aloha higa, flowers, josei","en-US, es-419, es-ES, fr-FR, pt-BR",Polar Bear’s café revolves around a Canadian white bear that quits his boring job and starts a cafeteria near a zoo.,TV TOKYO,False,2012,False,True,G65VP5ZK6,1,TV-14,4.7,715,18,,3,11,,2,28,,4,86,,13,572,,80,"spring-2012, summer-2012, fall-2012, winter-2013"
False,13,"en-US, ja-JP",Karneval,"action, comedy, drama, fantasy, sci-fi, supernatural, touya mikanagi, manga, bishounen, circus, mutants, secret agents",en-US,"Armed with only an abandoned bracelet as a clue, Nai searches for a missing loved one. After a run-in with a pick-pocket named Gareki, the two find themselves snagged in a government set-up that leaves them both wanted criminals. Desperate and on the run, Nai and Gareki turn to the country’s most powerful defense organization—“Circus”—for help.",Bandai Visual,True,2016,False,True,G6754G8VR,1,TV-14,4.5,839,29,,4,24,,3,49,,6,155,,19,582,,70,fall-2016
False,12,"ja-JP, en-US","We, Without Wings - under the innocent sky","anime, we without wings, under the innocent sky, oretachi ni tsubasa wa nai, oretsuba, ecchi, harem, romance, crunchyroll oretsubasa, seinen, drama, takamitsu kouno, 2011, visual novel, eroge, navel, high school",en-US,"In the big city of Yanagihara, the masses of people and buildings make it a bustling place to exist, and yet, people will meet and fall in love here in this city.",Marvelous AQL Inc.,True,2011,True,True,G6759W00R,1,TV-MA,4.2,905,56,,7,40,,5,88,,10,219,,25,502,,56,spring-2011
False,4,ja-JP,Iida Tokimeki Trip,,en-US,"Promoting Iida City, Nagano, where the Chuo Shinkansen maglev line is scheduled to begin operating in 2027, to the world!

Popular Taiwanese blogger, Benny, and the Ambassador of Cute, Kimura Yuu, will act as your navigators and explore Iida City. From pop culture to cuisine and local traditional arts, they will experience everything the city has to offer, including some things that surprisingly even locals haven't heard of.",TaKe-Y Inc.,False,2016,False,True,G675KQ51R,1,TV-14,3.2,35,12,,35,2,,6,4,,12,1,,3,16,,46,winter-2016
False,24,"ja-JP, en-US",Pumpkin Scissors,"action, comedy, drama, gonzo, manga, military","en-US, fr-FR","Alice Malvin commands a military propaganda unit, but she idealistically yearns to cut through the deception. When she uncovers a super-soldier program known as The Invisible Nine, she finds herself trapped in a web of deadly secrets. Malvin turns to an unlikely ally—Randel Orland, a hulking veteran who may hold the key to unlocking the mysteries of The Invisible Nine.",GONZO,True,2022,False,True,G675N0DZR,1,TV-14,4.2,587,55,,10,12,,3,38,,7,112,,20,370,,64,summer-2017
False,13,"en-US, ja-JP",Nobunagun,"action, science fiction, fighting, sci-fi, shonen","es-419, en-US, pt-BR","Shio Ogura, a seemingly normal Japanese high school student, who, while visiting Taiwan on a school trip, is suddenly attacked by monsters. Agents known as ""E-Gene Holders"" from the government agency DOGOO also arrive, who wield weapons infused with the spirits of historical figures. However in the midst of it all, Shio is revealed to also be an E-Gene Holder when the soul of Oda Nobunaga awakens after she tries to rescue a friend.",Yomiuri Telecasting Corporation (YTV),True,2014,False,True,G68V12076,1,TV-14,4.5,416,11,,3,10,,3,34,,9,76,,19,285,,69,winter-2014
False,14,"en-US, ja-JP",Junji Ito Collection,"drama, junji ito collection, ito junji: collection, crunchyroll co-production, thriller, supernatural, mystery, junji ito, manga, horror, demons, psychological, school","es-419, ru-RU, pt-BR, de-DE, ar-SA, en-US, es-ES, it-IT, fr-FR","The works of one of the most famous Japanese horror manga artists, Junji Ito, finally gets animated! This will be an omnibus animation where each episode will star different protagonists such as the famous Tomie, Soichi, and Fuchi!",Yomiuri Telecasting Corporation (YTV),True,2018,False,True,G68V4NDJ6,1,TV-14,4.5,4480,214,,5,128,,3,266,,6,611,,14,3.3,K,73,winter-2018
False,26,ja-JP,Yurumates3Dei,"anime, yurumates3dei, yurume, yurumeitsu, yurumates 3d, momoi halko, slice of life, crunchyroll yurumates, comedy, saxyun, manga","es-ES, es-419, en-US, pt-BR","Yurumates3Dei follows Yurume, an 18-year-old high school graduate who has yet to be accepted into college. In an effort to study for exams, she moves to Maison du Wish, an apartment complex on the outskirts of Tokyo which is full of other out-of-school ""rōnin."" Maybe that has something to do with the rumor about Maison du Wish: no one who lives there passes the entrance exam.",Takeshobo,False,2012,False,True,G68VD9296,1,TV-14,3.9,103,11,,11,8,,8,13,,13,18,,18,53,,52,"spring-2012, summer-2012"
False,13,en-US,Pop Team Epic,"pop team epic, poputepipikku, comedy, action, 2018, surrealist humor, experimental animation, manga, bkub okawa, manga life win, poptepipic",en-US,"Crude, rude, and a little…cute? Get ready for the larger-than-life attitude of Popuko and Pipimi, the small and tall stars of Pop Team Epic! Based off the bizarre four-panel webcomic by Bukubu Okawa comes a comedy that’ll throw you off with its out-there jokes and intense absurdity. You think you’re ready for these girls? Think again, F#%**er!",King Record Company Limited ,True,2018,False,False,G69P1K90Y,2,TV-14,4.2,2535,343,,14,73,,3,132,,6,290,,12,1.7,K,67,"winter-2018, spring-2019, fall-2021, fall-2022"
False,24,"ja-JP, en-US",Shangri-la,,"de-DE, en-US, fr-FR","In the future, natural disasters have splintered society. Some struggle in the ruins of civilization. Others live comfortably within the walled city of Atlas. As the gap between classes expands, one girl, Kuniko, must lead her people into the utopia of Atlas. The city’s government isn’t going to welcome her with open arms, but Kuniko won’t stop until the gates of Atlas are kicked open for good.",GONZO,True,2018,False,True,G69P4W50Y,1,TV-14,3.7,222,39,,18,11,,5,27,,13,47,,22,98,,45,winter-2018
False,12,ja-JP,Cheating Craft,"comedy, action, gemini xin luo, emon, school life","pt-BR, de-DE, es-ES, fr-FR, ar-SA, es-419, it-IT, en-US","University Exams are one of the most influential factors in one`s early life. Depending on the results, a fantastic, high class life may await you. Or you may be left only leftovers. In this type of battlefield atmosphere, students are always doing their best to “evolve” and survive. “Learning Types” are students who have studied hard their whole lives and legitimately memorized everything they have studied, while “Cheating types” only managed to climb the educational ladder by cheating. How will the hero “Mumei”, a C Type, followed by the heroin “Koui” a L-Type, struggle in those tests.",EMON,False,2016,False,True,G69PM13DY,1,TV-14,3.2,285,63,,23,38,,14,53,,19,32,,12,99,,35,fall-2016
False,6,en-US,Hikakin Beatbox,"music, japan, live action",en-US,"Hikakin was born on April 21, 1989 in Niigata, Japan.  His beatboxing career exploded during the summer of 2010.
",Hikakin,True,2010,False,False,G69PV5EVY,1,TV-14,4.0,82,18,,22,1,,2,2,,3,3,,4,58,,71,
False,26,ja-JP,Moritasan wa Mukuchi,"anime, moritasan wa mukuchi, morita-san is silent, morita san wa mukuchi, comedy, seinen, tae sano, mayu morita, crunchyroll moritasan, summer 2011, slice of life",en-US,"A short original video animation (OVA) directed by Naotaka Hayashi and produced by Studio Gram was bundled as a DVD with the limited edition of the third manga volume sold on February 26, 2011. Another OVA DVD, produced by the same staff as the previous OVA, was released separately on March 25, 2011. A TV anime series, with the same staff as the OVAs, began airing in Japan in July 2011.",Takeshobo,False,2011,False,True,G69PVZG0Y,1,TV-14,4.3,405,16,,4,18,,5,37,,10,84,,21,250,,62,"summer-2011, fall-2011"
False,52,,Overlord,"action, fantasy, isekai, adventure, supernatural, light novel, kugane maruyama, 2015, 2018, dark fantasy, villain protagonist, super villain",,"When a popular MMORPG is scheduled to be shut down permanently, veteran player Momonga refuses to log out. As NPCs begin to develop personalities and minds of their own he decides to put his skills to use as the game’s new overlord.",Kadokawa Pictures Inc.,False,2022,True,False,G69PZ5PDY,4,TV-MA,4.8,72827,1,K,2,485,,1,1,K,2,3.5,K,5,66.7,K,92,"spring-2017, winter-2018, summer-2018, summer-2022"
False,23,"ja-JP, en-US","LASTEXILE -Fam, the Silver Wing","action, sci-fi, adventure","en-US, de-DE","Soaring adventure and high-flying heroism fill the skies in a thrilling new chapter of the Last Exile saga! Darting through the clouds atop sleek Vespa Vanships, Fam and her friend Giselle make their living as Sky Pirates. When the girls join forces with a princess who’s trying to save her kingdom from the rampaging Ades Federation, they also undertake the mission of uniting humanity in peace.",GONZO,True,2018,False,True,G69VGQX3Y,1,TV-14,4.3,240,16,,7,10,,5,16,,7,36,,15,162,,68,winter-2018
False,12,ja-JP,Joshi Kausei,"slice of life, comedy, ken wakai, manga, school, fanservice","fr-FR, ru-RU, ar-SA, pt-BR, de-DE, it-IT, es-419, en-US, es-ES","A silent high school girl anime that's still cute, even if no one talks!

This is a story about three girls and their fun high school life, centering around the unfortunate beauty, Momoko, the cool girl with glasses, Shibumi, and the gentle little Mayumi.

Fun alone, fun with all. The daily lives of slightly dumb yet cute high school girls.",Seven,False,2019,False,True,G69VK8M8Y,1,TV-14,4.1,434,29,,7,24,,6,47,,11,103,,24,231,,54,spring-2019
False,24,"ru-RU, fr-FR, de-DE, pt-BR, en-US, es-419",Onyx Equinox,"deutsche synchro, vf, action, adventure, historical, crunchyroll original","it-IT, en-US, pt-BR, ar-SA, es-419, es-ES, fr-FR, ru-RU, de-DE","""The gods are at war for the future of humanity, and an Aztec boy named Izel finds himself caught in the middle of their dangerous game. In order to save humankind, he must complete an impossible task--closing the five gates to the underworld. Izel reluctantly agrees, but only after learning his quest will also correct a terrible tragedy.

His journey to become humanity’s champion will be one of hope and despair, of trust and betrayal, where Izel must confront his own darkness and decide if the human race--with all its flaws and contradictions--is worth saving.",Crunchyroll Studios,True,2020,True,False,G69XGJXJR,2,TV-MA,4.3,2124,185,,9,86,,5,126,,6,291,,14,1.4,K,68,fall-2020
False,12,"ja-JP, en-US","If It's for My Daughter, I'd Even Defeat a Demon Lord","fantasy, slice of life","ar-SA, es-419, fr-FR, pt-BR, de-DE, it-IT, ru-RU, es-ES, en-US","Dale is a well-known and highly skilled adventurer despite being so young. One day, he's on a quest and goes deep into the woods and finds a little devil girl named Latina, who is just skin and bones.
Latina is branded with the mark of a sinner, but Dale decides he can't just leave Latina there and decides to become her guardian.
Thinking to himself, ""Latina is too cute, I don't want to work,"" he ends up doting over her before he even realizes it.",Maho Film,True,2019,False,True,G6DK3X9GR,1,TV-14,4.6,7981,253,,4,112,,2,332,,5,991,,13,6.3,K,79,"summer-2019, fall-2019"
False,13,"ja-JP, en-US",Magikano,"fantasy, comedy, harem","en-US, fr-FR, de-DE",Haruo Yoshikawa’s life goes from average to unbelievable when his sneaky sisters share their family’s dirty little secret—they’re all witches! Things only get crazier with the arrival of Ayumi—an enchanting young girl who’s bound and determined to arouse Haruo’s inner-magician.,GONZO,True,2022,False,True,G6DQ137WR,1,TV-14,3.7,249,40,,17,19,,8,29,,12,53,,22,108,,44,winter-2018
False,12,ja-JP,World Fool News,"comedy, slice of life, short, 2014, 2017, adult protagonist, workplae","es-ES, fr-FR, pt-BR, en-US, es-419, de-DE","Takahashi is transferred to a main anchor of a news program, which is known for being a little...weird. This is a comedy about somewhat ridiculous happenings occurring at a broadcasting station.",CoMixWave Films,False,2014,False,True,G6DQD29GR,1,TV-14,3.1,49,14,,29,6,,13,5,,11,8,,17,16,,33,"spring-2014, spring-2017"
False,329,ja-JP,Fairy Tail,"anime, fairy tail, hiro mashima, crunchyroll fairy tail, lucy heartfilia, natsu dragneel, gray fullbuster, aya hirano, erza scarlet, rave master, action, fantasy, shounen, summer 2011, shonen, comedy, adventure, manga, fighting, fanservice, guilds, mages, magic, satelight","ar-SA, ru-RU, es-419, pt-BR, es-ES, en-US, it-IT","The story follows a teenage girl named Lucy Heartfilla who is determined to join the notorious magical Fairy Tail Guild.

During a daring rescue, she encounters Natsu who is part of the guild and eventually offers her a place. They become teammates performing various missions for the Fairy Tail Guild. Be prepared for an action-packed adventure!",TV Tokyo Fairy Tail,False,2009,False,True,G6DQDD3WR,3,TV-14,4.6,17588,649,,4,334,,2,756,,5,1.9,K,11,14,K,80,"spring-2014, summer-2014, fall-2014, winter-2015, spring-2015, summer-2015, fall-2015, winter-2016, fall-2018, winter-2019, spring-2019, summer-2019"
False,1,ja-JP,Mischievous Kiss 2 - Love in Tokyo,itazura na kiss,"en-US, de-DE, fr-FR, es-ES, pt-BR, es-419","A romantic comedy about Kotoko, a high school girl at the bottom of her class, who gets rejected by Naoki, the smartest and most popular boy at her school. One day an earthquake destroys her house, causing her and her father to temporarily move in with her father’s friend. Unexpectedly, she moves in with Naoki’s family! Six years later, Kotoko and Naoki have finally gotten married and after a turbulent honeymoon in Okinawa, the newlywed couple has returned to Tokyo. As Kotoko struggles transferring to the department of nursing, will she be able to live a happy life with Naoki?",SPO Entertainment,False,2014,False,True,G6E51Q71Y,1,TV-14,4.7,355,15,,5,0,,0,9,,3,30,,9,301,,85,"summer-2014, fall-2014, winter-2015"
False,10,ja-JP,Shiratori Reiko,,en-US,"Based off of the shoujo manga originally by Yumiko Suzuki, Shiratori Reiko tells the story of Reiko Shiratori, a rich and beautiful girl who has been in love with her friend Tetsuya Akimoto since childhood, and follows him to college in Tokyo.",SPO Entertainment,False,2016,False,True,G6E5K32QY,1,TV-14,2.9,60,26,,44,2,,4,4,,7,8,,14,20,,34,winter-2016
False,21,en-US,Anifile,anifile masakox teamfourstar abridged anime review first impressions critical best worst,,"Anifile is a series of reviews that chronicle the latest and freshest releases from Japan. Giving you a detailed first impression about the newest titles for your viewing pleasure.

Hosted by Lawrence ""MasakoX"" Simpson.",MasakoX,True,2011,False,False,G6EXH7VKM,1,TV-14,2.7,65,32,,50,1,,2,5,,8,10,,16,17,,27,
False,50,ja-JP,Food Wars! Shokugeki no Soma,"action, ecchi, shokugeki, shokugeki no soma, comedy, shonen, shun saeki, yūto tsukuda, manga, cooking, tournament, fanservice, food, school, 2020, shonen jump, sequel, high school, shokugeki no souma: gou no sara, deutsche synchro","ru-RU, ar-SA, pt-BR, de-DE, es-419, es-ES, fr-FR, it-IT, en-US","Shokugeki no Soma centers on Yukihira Soma, a middle school student who is determined to surpass his father’s culinary skills. One day, his father decides to close down their family restaurant and hone his skills in Europe. Before leaving he enrolls Soma in an elite culinary school that is extremely difficult to enter with a graduation rate of only 10 percent. Will Soma be able to improve his skills, or will the kitchen prove to be too hot?",Food Wars Committees,False,2019,False,True,G6GG91P26,3,TV-14,4.7,21811,501,,3,222,,2,637,,3,2.4,K,11,18.1,K,83,"spring-2015, summer-2015, summer-2016, fall-2017, spring-2018, fall-2019, spring-2020, summer-2020, summer-2021, fall-2021"
False,13,"en-US, es-419, pt-BR, ja-JP",Tower of God,"shounen, webtoon, adventure, action, crunchyroll original, kami no tou, fantasy, drama, shonen, 2020, s.i.u., siu, manhua, manhwa, young com, sin-ui tap","es-419, ru-RU, it-IT, pt-BR, es-ES, ar-SA, de-DE, fr-FR, en-US","Reach the top, and everything will be yours. At the top of the tower exists everything in this world, and all of it can be yours.  You can become a god. This is the story of the beginning and the end of Rachel, the girl who climbed the tower so she could see the stars, and Bam, the boy who needed nothing but her.",WEBTOON,True,2020,False,True,G6J0G49DR,1,TV-14,4.7,26913,431,,2,279,,2,836,,4,3,K,12,22.3,K,83,spring-2020
False,12,ja-JP,AMAZING STRANGER,"comedy, romance, chou kadou girl 1/6, Öyster, manga","ar-SA, en-US, pt-BR, de-DE, es-ES, fr-FR, ru-RU, it-IT, es-419","Bouida Haruto is a hardcore otaku who has no interest in 3D (real) girls. One day, he bought a figure of his favorite anime heroine, Nona, but then suddenly, Nona started to move! The frenzied married life between one otaku and one robot (?) is about to start!",Seven,False,2019,False,True,G6J0MD1ER,1,TV-14,4.3,212,13,,7,6,,3,20,,10,40,,19,133,,63,spring-2019
False,1,ko-KR,Break Ups,"anime, break ups, eigomanga, oav, drama, romance, slice of life, korean animation, adult protagonist",,'Break Ups' is a slice of life story about a young couple with an on-and-off relationship. They stumble upon a time machine that takes them back to several periods in their lives as a couple.,eigoMANGA,True,2011,False,False,G6JQ0M9WR,1,TV-14,3.9,390,54,,14,17,,5,42,,11,93,,24,184,,48,
False,1,en-US,Crunchyroll Convention Highlights,"director:, conventions, events, katsucon, live action",,"The Crunchyroll crew travels the globe to bring you all the action and excitement from some of the biggest and best anime and fandom conventions. Crunchyroll Convention Highlights is your all-access pass to exclusive interviews with artists, creators, celebrities and publishers. Plus, our Crunchyroll hosts hit the convention show floor to meet the fans, shop the dealer tables, browse the fan art in artist alley and discover the ultimate cosplayers.",crunchyroll,True,2016,False,False,G6JQ14Q2R,1,TV-14,2.2,107,70,,66,3,,3,3,,3,3,,3,28,,27,
False,7,en-US,Call to Cosplay,"cosplay, shojo, shonen, action-adventure, fantasy",,"The challenge: create an amazing costume incorporating one mystery item all before time runs out. 4 hours, 3 judges, 2 players, and only 1 chance to win. Are you up for the challenge? This is your Call to Cosplay!",crunchyroll,True,2015,False,False,G6JQ1Q8WR,1,TV-14,1.4,98,78,,80,8,,9,7,,8,3,,4,2,,3,
False,15,ja-JP,The Ambition of Oda Nobuna,"fantasy, shounen, historical, ambition of oda nobuna, oda nobuna no yabō, anime, crunchyroll oda nobuna, oda nobuna no yabou, action, adventure, comedy, romance, isekai, harem, seinen, yuuji kumazawa, masashi suzuki, 2012, light novel, mikage kasuga, alternate history","fr-FR, es-419, pt-BR, de-DE, en-US, es-ES","Ordinary high schooler Yoshiharu is sent back in time to the Warring States Period, however not the same time line that he remembers. There he meets Nobuna Oda - not Nobunaga, Nobuna. In this world, all the famous figureheads and warlords of the era are female! Nobuna teams up with Yoshiharu to help fuel her ambition and quest to rule the world…",TV TOKYO,False,2012,False,True,G6JQK7D5R,1,TV-14,4.6,1848,37,,3,21,,2,118,,7,323,,18,1.3,K,73,summer-2012
False,13,ja-JP,Walkure Romanze,"walkure romanze, romance, harem, sports, ecchi, action, drama, kazuyuki fudeyasu, 2013, jousting, eroge, visual novel, ricotta, walkure romanze: shojo kishi monogatari, knights, horses","de-DE, es-419, fr-FR, en-US, pt-BR, es-ES","Horses dashing gallantly... Knights challenging their own limits...

Magnificent, heroic battles highlight the horseback lance sport of jousting. One of the many people fascinated by this proud sport, Mizuno Takahiro, acts as a begleiter (an assistant) to jousting knights as he lives his rather tedious life at Winford Academy. This is the story of Takahiro and these female knights in their passionate, noble battles.",PONY CANYON INC.,False,2013,True,True,G6JQKVDWR,1,TV-MA,4.0,746,52,,7,48,,7,98,,14,174,,24,374,,51,fall-2013
False,25,"ja-JP, en-US",Solty Rei,,"en-US, fr-FR","Countless were killed in the unexplained Blast Fall, and those left maimed—the Resembles—had their bodies rebuilt with high-tech prosthetic devices. Bounty hunter Roy Revant was sure he’d seen everything the broken city had to offer—until the day a strange little girl named Solty fell from the sky. Roy and Solty may seek different things, but who wants to search for truth alone?",GONZO,True,2017,False,True,G6K57D78Y,1,TV-14,4.3,206,16,,8,1,,1,17,,9,50,,25,122,,60,fall-2017
False,2,ja-JP,Dororo Motion Magazine,"action, supernatural, adventure, studio:, director:, manga, osamu tezuka, samurai, motion manga",en-US,"[header]Tezuka Osamu Motion Magazine[/header]
Tezuka Osamu Motion Magazine is the evolution of manga from something that you read, to something that you can watch!","Tezuka Productions Co., Ltd. ",False,2009,False,True,G6K5EM2EY,1,TV-14,3.4,191,52,,28,6,,4,27,,15,21,,11,85,,45,
False,24,"en-US, ja-JP",Gankutsuou,"gankutsuou, anime, the count of monte cristo, alexandre dumas, le comte de monte-cristo, gonzo, viscount albert de morcerf, baron franz d'epinay, crunchyroll gankutsuou, conspiracy, drama, mystery, science fiction, thriller, adventure, romance, sci-fi, supernatural","ar-SA, en-US","In an elegant future Paris, a Count returns to wreak havoc on those that betrayed him.",GONZO,True,2009,False,True,G6MG10376,1,TV-14,4.5,1547,63,,5,39,,3,81,,6,303,,20,1.1,K,69,
False,24,"ja-JP, en-US",Welcome to the N-H-K,,en-US,"Sato is a tangle of anxieties and conspiracy theories, believing that the nefarious N-H-K wants to turn society’s misfits into a mob of hopeless recluses. Mysterious Misaki might be able to help Sato overcome his phobias—if she can pull him out of his existential foxhole and get him to face the world.",GONZO,True,2022,False,True,G6MGNDGW6,1,TV-14,4.7,2292,63,,3,32,,2,68,,3,202,,9,1.9,K,85,fall-2017
False,24,ja-JP,MY love  STORY!!,"drama, ore monogatari, romance, comedy, slice of life","ar-SA, fr-FR, pt-BR, en-US, es-419, it-IT, de-DE, es-ES","Takeo Goda is a giant guy with a giant heart. Too bad the girls don't want him! (They always go for his good-looking best friend, Sunakawa.) Used to being on the sidelines, Takeo simply stands tall and accepts his fate. But one day when he saves a girl named Yamato from a harasser on the train, his (love!) life suddenly takes an incredible turn! Takeo can hardly believe it when he crosses paths with Yamato again, and he finds himself falling in love with her… But with handsome Sunakawa around, does Takeo even stand a chance?",ntv,False,2015,False,True,G6MGPGZ86,1,TV-14,4.8,9406,97,,2,48,,1,200,,3,811,,9,8.2,K,88,"spring-2015, summer-2015"
False,1,ja-JP,MOBILE SUIT GUNDAM 00,"mecha, mobile suit gundam 00, science fiction, action, sci-fi",en-US,"The year is 2307 A.D. Although fossil fuels have been depleted, humanity has obtained a new source of energy to replace them, in the form of a large-scale solar power generation system based on three huge orbital elevators. However, the benefits of this system are available only to a handful of major powers and their allies.

In this world of never-ending conflict, a private armed organization appears, dedicated to the elimination of war through armed force. Its name is Celestial Being, and it is in possession of ""Gundam"" mobile suits.",Sunrise,False,2017,False,True,G6MGQ0976,1,TV-14,4.8,1638,19,,2,16,,1,39,,3,169,,11,1.4,K,86,winter-2017
False,26,"en-US, ja-JP",Excel Saga,"comedy, sci-fi, manga, koushi rikudou, parody, absurdity, dark comedy",en-US,"Excel’s in a secret organization. She wants to impress her boss by conquering the city. And every episode of her show, Excel Saga, is a mega-random mash-up of stuff that rules. It’s like a sci-fi movie full of drunken kittens. It’s like a romantic comedy about zombies that drive laser motorcycles made of flaming glitter. And when you smoosh it all together? BOOM. Excel Saga!",Flying Dog,True,2022,True,True,G6MGX3DG6,1,TV-MA,4.5,303,12,,4,10,,4,18,,6,40,,14,223,,74,fall-2017
False,143,ja-JP,My Hero Academia,"my hero academia, boku no hero academia, action, fantasy, shonen","fr-FR, pt-BR, ar-SA, it-IT, ru-RU, de-DE, es-ES, es-419, en-US","Izuku has dreamt of being a hero all his life—a lofty goal for anyone, but especially challenging for a kid with no superpowers. That’s right, in a world where eighty percent of the population has some kind of super-powered “quirk,” Izuku was unlucky enough to be born completely normal. But that’s not enough to stop him from enrolling in one of the world’s most prestigious hero academies.",Toho,False,2017,False,True,G6NQ5DWZ6,6,TV-14,4.7,128632,3.1,K,3,954,,1,3.1,K,3,11.8,K,10,109.7,K,86,"spring-2017, summer-2017"
False,7,ja-JP,Banpresto World Figure Colosseum,"sports, studio:, director:, banpresto, toys, tournament, live action",en-US,"The Banpresto World Figure Colosseum pits 12 of the world's best sculptors against each other to see who can sculpt the ultimate Dragon Ball Z and One Piece figures. Witness the birth of Banpresto’s next generation of toys before they hit the shelves.

And, be sure to cast your vote at BanprestoWFC.com. Hosted by VampyBitMe and ninjamikey.",BANPRESTO,False,2017,False,True,G6NQK7Z36,1,TV-14,2.7,55,26,,48,3,,6,5,,10,2,,4,19,,35,
False,4,ja-JP,Japanese Anime Classic Collection,"japanese classic anime, retro, japanese, anime, classic, old, anime films from 1928 to 1950, digital meme, drama, historical, 1931, midori sawato, 1935",,"Japanese Anime Classic Collection is a set of vintage anime presents 55 titles from the 1920s and 1930s, the Golden Age of Japanese silent film.",Digital Meme,False,2008,False,False,G6NQV80X6,3,TV-14,3.6,92,20,,22,3,,4,13,,15,15,,17,41,,45,
True,65,"ja-JP, en-US",Welcome to Demon School! Iruma-kun,"comedy, supernatural, isekai","fr-FR, ar-SA, es-ES, it-IT, ru-RU, es-419, en-US, pt-BR, de-DE","Suzuki Iruma, human, 14, one day finds himself taken against his will into the world of demons. To add to his predicament, his doting owner and self-appointed ""Grandpa"" is the chair-demon at his new school. In order to survive, Iruma must deal with a haughty student who challenges him to a duel, a girl with adjustment issues, and so many more scary beings! Can this ultimate pacifist dodge the slings and arrows that are flung his way? As he struggles frantically, Iruma's innate kindness begins to win over enemies.",NHKEnterprise,True,2019,False,True,G6NVG970Y,3,TV-14,4.8,37355,405,,2,231,,1,681,,2,2.5,K,7,33.6,K,90,"fall-2019, winter-2020"
False,50,ja-JP,Ahiru no Sora,"sports, shonen, shingo tamaki","pt-BR, es-ES, ar-SA, it-IT, de-DE, en-US, es-419, ru-RU, fr-FR","He may be shorter in stature, but Sora Kurumatani can soar and score on the basketball court! With a passion for the sport he inherited from his mother, Sora vows to her that he’ll take top prize at a high school basketball tournament… but there’s one problem. His new school’s basketball club has turned into a hangout for delinquents! Will Sora’s sheer tenacity and amazing three-point shooting change their minds and get the club up and running again?",Kodansha Ltd.,False,2019,False,True,G6NVGNJGY,1,TV-14,4.5,3366,131,,4,50,,2,168,,5,559,,17,2.5,K,74,"fall-2019, winter-2020, spring-2020, summer-2020"
